student_id,application_year,age,graduation_year,department,university_tier,cgpa,english_exam_score,attendance_rate,failed_courses_count,target_role,coding_score,problem_solving_score,data_structures_score,sql_score,machine_learning_score,backend_score,frontend_score,cloud_score,devops_score,project_quality_score,real_client_project_count,internship_count,internship_duration_months,freelance_project_count,hackathon_count,hackathon_awards,portfolio_score,github_repo_count,github_avg_stars,open_source_contribution_count,linkedin_profile_score,cv_quality_score,technical_interview_score,hr_interview_score,communication_score,teamwork_score,leadership_score,presentation_score,certification_count,bootcamp_count,applications_sent,interviews_attended,hobby,preferred_social_media_platform,career_success_score,mentor_feedback_text
STU_000085,2025,20,2025,3,0,3.98,24.19,89.3,0,1,69.55,57.46,40.46,66.63146171128554,63.51,76.99624502488358,52.86,48.01,48.79,53.63,0,0,0.0,0,2,0,34.09,3,3.65,1.0,74.19,72.16,38.61,89.46,33.07,53.72,66.55,39.36,1,2,49,5,4,2,78.96,8722
STU_000086,2023,24,2023,5,2,3.42,57.37218746545817,97.44,1,1,49.12,45.33,46.39,58.28204351583393,39.34,42.97860006861298,63.72,33.34,31.78,48.03,1,3,13.0,0,1,0,74.97,4,0.88,1.0,73.34,57.45,42.52,71.68,44.96,52.11,27.16,86.07,1,2,19,1,6,3,61.14,7762
STU_000087,2025,24,2025,0,1,2.8,31.19,67.69,1,7,79.03,71.56,71.97,70.72,55.29,67.52,81.49846949777006,67.55,50.05,47.53,0,2,8.0,0,3,0,34.01,8,6.49,3.0,53.557445349335616,48.81,69.67,78.92,75.07,76.16,42.81,90.4,1,0,6,0,6,0,54.13,8961
STU_000088,2021,26,2021,0,3,3.17,65.73,86.51,2,1,42.44,48.27,52.15,61.94499813494392,61.82,48.35881363972062,45.89,46.37,37.33,82.5,0,2,6.0,2,4,1,89.54,7,5.83,10.0,80.1,65.94,57.59,62.8,65.65,54.95,62.99,27.47,2,2,46,4,7,1,84.07,3339
STU_000089,2026,22,2026,0,0,2.87,41.62,95.11,0,4,88.4,93.39,90.55,89.35834917093473,85.76772959423542,67.99,79.25,75.19,92.49,80.71,2,1,10.0,2,0,0,69.99,11,3.85,3.0,38.01,58.17,25.04,26.39,69.67,64.74,62.78,51.09,0,0,48,6,5,3,76.58,7019
STU_000090,2022,20,2022,1,2,2.87,57.69,89.15,3,10,75.67,71.7,67.39,62.94,69.94,78.72,73.04,73.7,82.03,22.0,0,1,10.0,0,0,0,11.03,9,2.55,3.0,53.557445349335616,37.93,65.93,74.18,59.28,90.54,67.0,64.13,1,2,52,4,6,1,72.37,9640
STU_000091,2022,24,2022,1,2,2.99,52.99,58.04,1,1,51.79,45.38,59.87,69.0245612078573,68.17,65.5950871137275,50.54,38.82,39.4,52.81,0,3,8.0,1,3,3,76.77,5,2.54,2.0,80.33,29.14,78.79,88.71,62.01,3.89,47.23,66.25,2,5,92,12,7,5,65.68,925
STU_000092,2020,23,2020,0,2,3.63,57.37218746545817,73.89,0,7,84.36,91.31,82.09,78.5,88.74,69.62,73.13605553443044,65.49,85.15,44.81,1,3,16.0,0,0,0,40.1,1,2.27,1.0,53.3,90.71,74.3,45.73,80.86,8.19,28.65,86.19,2,2,17,2,6,4,59.4,9008
STU_000093,2025,23,2025,0,2,3.5,45.09,82.64,2,0,67.86,81.12,75.74,67.27,76.88087809512577,79.38,66.07,73.2,59.74,67.97,3,3,12.0,0,1,0,48.9,6,2.3,6.0,49.1,60.26,50.95,82.53,68.83,56.99,34.23,27.76,1,2,135,15,6,2,89.14,1445
STU_000094,2020,23,2020,0,2,3.19,40.38,84.36,1,4,76.9,73.55,65.13,99.7748995014654,71.08709142231739,83.65,77.78,57.6,70.85,18.07,1,2,10.0,2,3,2,88.96,4,7.38,0.0,79.04,59.68,48.41,73.19,21.61,64.53,73.66,71.11,1,1,120,13,0,0,80.52,9063
STU_000095,2024,21,2024,0,2,2.81,79.63,65.78,1,8,43.03,69.01,57.53,58.99,37.3,65.24,58.45,51.07936388465546,40.397842938193634,47.64,3,1,6.0,0,1,0,28.05,4,3.19,2.0,76.74,67.18,53.95,40.78,50.56,53.12,22.67,35.94,0,4,85,8,2,5,59.41,8981
STU_000096,2020,25,2020,5,3,3.71,58.01,81.19,1,10,80.23,58.16,76.52,87.43,79.1,80.36,59.85,65.87,75.05,44.62,0,1,6.0,1,1,0,65.29,5,1.48,3.0,73.12,90.61,57.38,67.06,66.56,84.65,54.89,32.48,4,2,28,1,2,5,65.0,3716
STU_000097,2024,20,2024,4,0,2.78,57.37218746545817,74.3,1,10,64.22,46.34,33.53,33.87,31.97,52.76,43.28,28.21,20.05,45.92,1,2,6.0,1,0,0,27.01,8,5.68,2.0,48.77,52.46,42.71,94.2,16.05,63.3,40.98,32.45,2,1,47,1,1,1,68.88,129
STU_000098,2019,25,2019,0,0,3.09,17.22,79.67,0,5,59.0,62.8,68.2,83.3144772987006,80.19421291400579,87.23,59.59,63.17,82.61,90.26,0,1,8.0,1,1,1,61.58,15,2.94,8.0,28.05,89.47,36.88,32.79,35.01,30.54,55.29,74.51,3,2,76,6,7,2,82.17,7135
STU_000099,2023,27,2023,0,1,3.83,57.37218746545817,62.34,1,1,87.88,82.04,88.42,94.34539080990156,72.33,89.05268740078753,78.92,69.02,76.02,35.46,2,0,4.0,0,0,0,32.75,4,8.76,2.0,79.05,54.02,32.85,88.14,67.23,88.98,89.54,48.73,1,1,60,6,1,0,77.56,277
STU_000100,2019,25,2019,0,2,3.16,62.58,76.49,1,10,80.66,78.13,66.77,62.82,58.75,65.87,77.42,50.63,56.12,58.77,5,0,5.0,0,1,0,67.11,15,13.54,12.0,34.06,46.04,49.76,67.8,61.53,84.59,54.27,70.65,3,1,20,2,7,0,95.01,1112
STU_000101,2025,21,2025,0,1,3.5,37.96,85.42,1,7,58.09,52.22,42.71,51.4,54.27,64.01,71.11529446028717,68.49,43.7,58.82,0,1,7.0,1,2,0,70.84,12,6.9,7.0,58.16,41.21,57.31,55.2,68.7,76.93,55.71,33.44,2,2,97,10,1,4,70.37,7764
STU_000102,2026,22,2026,4,1,3.25,79.0,69.69,0,4,68.32,54.1,69.84,52.59611102376268,74.5895970364474,55.76,46.55,64.17,39.6,83.12,2,0,4.0,2,0,0,57.33377542548776,12,7.77,5.0,57.72,66.89,68.99,30.91,48.8,74.35,39.67,79.42,0,4,46,8,7,2,98.48,6194
STU_000103,2019,23,2019,5,1,3.32,43.46,85.47,1,10,86.52,68.09,63.24,61.23,73.02,55.1,70.89,57.06,51.8,53.66,1,4,16.0,0,4,1,60.2,3,1.23,1.0,56.79,47.48,87.16,66.67,75.14,46.17,67.96,42.15,1,2,28,2,1,4,78.64,7941
STU_000104,2022,21,2022,1,2,2.67,42.4,85.98,0,7,65.07,79.13,66.79,58.25,70.15,67.61,50.2406056479043,65.69,64.36,64.83,1,0,1.0,0,0,0,51.4,5,4.62,4.0,67.68,57.7,67.8,75.96,55.3,88.14,29.63,76.64,3,2,26,0,0,1,77.13,4850
STU_000105,2025,22,2025,1,1,3.18,65.87,80.3,2,0,89.08,100.0,73.88,82.95,100.0,78.13,77.85,76.58,74.21,59.7,2,2,9.0,0,0,0,33.64,12,4.79,4.0,83.02,75.77,52.48,35.2,72.7,50.9,67.65,39.92,2,0,25,1,2,1,72.8,8728
STU_000106,2021,25,2021,0,1,2.45,67.92,89.4,1,10,65.87,70.18,79.57,64.62,70.42,64.4,74.37,68.51,57.73,42.99,1,1,4.0,0,2,0,34.53,7,0.8,2.0,57.45,66.77,36.22,75.8,64.56,73.77,57.63,37.56,0,1,135,11,7,4,82.77,3144
STU_000107,2020,21,2020,4,2,3.7,71.13,69.1,0,5,61.36,79.25,67.52,63.339878018105416,76.33153016811704,73.49,60.54,75.08,83.17,78.52,1,0,10.0,0,0,0,60.68,8,4.82,7.0,57.6,35.88,67.43,82.03,37.52,63.86,44.48,61.26,2,1,165,20,5,3,97.3,7623
STU_000108,2019,22,2019,5,1,3.12,93.09,76.51,0,10,61.06,50.01,58.99,73.15,52.17,57.51,43.36,59.04,57.05,41.27,2,0,4.0,1,2,0,57.04,9,0.99,2.0,82.34,50.43,83.32,40.99,40.22,62.62,37.33,45.07,2,3,48,6,5,3,69.69,8279
STU_000109,2026,24,2026,3,2,3.11,52.39,79.0,2,1,71.63,73.65,48.02,71.77919200013885,55.93,66.91923371701199,53.76,63.53,57.88,53.03,1,0,4.0,2,1,0,74.22,11,2.24,10.0,75.27,20.62,42.68,79.42,56.73,79.25,31.49,89.04,0,0,47,12,5,0,69.01,472
STU_000110,2023,24,2023,2,3,3.51,85.77,92.77,2,7,70.02,78.56,88.48,58.76,51.45,70.41,71.31691837586264,62.72,77.44,54.88,2,0,2.0,1,2,0,35.01,6,1.61,1.0,30.65,66.7,75.38,78.03,57.09,58.65,33.55,41.61,3,1,12,2,7,5,52.54,2572
STU_000111,2020,20,2020,0,1,2.93,73.13,79.88,2,4,79.48,77.0,82.91,84.694889608986,67.01511609221781,50.33,56.57,58.73,58.8,41.81,2,3,14.0,1,0,0,63.15,10,1.85,3.0,51.05,47.58,67.86,71.76,84.51,71.58,68.36,58.71,2,1,79,5,5,3,83.4,7043
STU_000112,2022,21,2022,3,2,2.65,83.8,81.17,1,4,73.09,70.73,82.29,71.70941351567551,74.36938907897128,73.9,59.68,56.28,65.81,79.98,6,1,6.0,0,1,0,52.68,12,12.04,5.0,54.37,36.8,52.22,64.91,49.0,44.98,76.12,31.26,2,0,40,3,6,2,80.67,8429
STU_000113,2026,22,2026,0,2,3.6,41.3,66.12,1,0,82.34,80.69,78.49,83.85,75.44972931406159,79.6,67.96,76.69,80.04,86.95,0,1,9.0,1,2,0,79.63,10,15.63,7.0,70.31,65.54,51.64,59.56,57.48,75.14,51.12,54.14,7,2,60,6,4,4,100.0,13
STU_000114,2026,25,2026,0,0,3.31,21.93,96.25,0,7,70.83,85.71,75.61,84.89,85.4,87.9,100.0,75.98,75.54,61.31,0,1,2.0,0,0,0,78.95,6,2.76,1.0,43.64,74.04,88.9,93.27,59.9,71.67,75.31,58.2,2,2,30,5,5,1,90.82,2368
STU_000115,2019,20,2019,3,1,3.65,58.03,71.27,2,10,74.94,83.75,75.22,69.63,67.23,81.63,67.44,78.57,80.33,20.39,1,3,11.0,0,3,0,75.35,5,1.18,1.0,53.557445349335616,71.91,43.29,91.1,71.13,77.09,44.36,75.92,2,0,60,4,2,4,89.98,7826
STU_000116,2019,28,2019,0,2,3.17,61.96,78.41,2,1,49.46,66.71,63.58,80.8446470580672,62.41,74.26498780270809,72.69,61.37,52.53,53.5,0,3,10.0,1,2,0,55.35,8,1.1,1.0,72.61,57.59,80.07,36.16,55.04,43.95,44.35,74.14,3,2,12,3,0,3,74.7,5605
STU_000117,2023,21,2023,5,1,3.4,57.37218746545817,89.78,2,10,62.66,74.19,72.76,93.27,70.21,72.04,80.79,68.27,84.23,94.64,0,2,15.0,1,0,0,49.82,8,0.86,5.0,62.59,84.89,31.14,60.76,35.51,73.98,84.7,18.7,1,1,54,2,3,1,74.37,8201
STU_000118,2022,26,2022,2,1,3.22,67.78,87.0,0,1,82.46,78.09,75.73,87.7632276219978,64.51,75.1007704802984,60.82,70.14,50.81,78.41,1,2,7.0,2,3,0,40.61,5,0.84,1.0,47.08,73.57,42.75,73.51,50.41,84.88,64.78,24.61,4,1,37,3,3,0,82.32,619
STU_000119,2025,23,2025,4,3,3.49,57.37218746545817,84.21,2,10,68.08,73.43,82.61,81.61,73.81,63.76,68.82,70.09,81.32,29.82,1,2,3.0,0,1,0,57.33377542548776,6,0.39,3.0,44.38,44.22,77.12,64.43,47.26,49.18,67.59,43.67,2,1,75,7,4,0,58.61,4471
STU_000120,2020,23,2020,1,2,3.23,87.74,87.07,0,5,57.59,56.98,71.18,84.5908785426798,70.0784575868833,73.2,79.07,67.64,55.37,67.39,1,2,9.0,1,1,1,34.02,9,0.97,1.0,61.48,46.11,79.5,47.15,72.16,61.75,67.1,75.23,3,0,40,5,1,1,85.91,7187
STU_000121,2022,24,2021,0,1,2.16,62.84,75.0,0,10,61.09,78.98,67.4,67.97,63.25,54.15,55.91,51.38,67.5,58.69,1,1,5.0,0,2,1,72.14,6,0.44,1.0,23.65,78.96,79.89,72.07,77.39,36.62,72.23,68.39,0,1,14,1,1,1,70.06,1125
STU_000122,2022,21,2022,3,2,2.9,41.74,78.64,4,10,52.8,51.11,54.66,58.39,47.6,66.68,66.47,65.06,28.49,84.45,1,0,8.0,0,0,0,74.22,8,3.17,8.0,53.557445349335616,50.98,49.3,65.5,14.99,82.71,87.57,53.89,0,1,46,5,5,2,83.64,8438
STU_000123,2020,25,2020,5,2,2.99,26.2,96.44,4,1,33.17,48.75,40.69,39.1465003215669,28.06,27.815773751158176,40.68,21.43,44.69,26.71,1,1,7.0,0,0,0,38.72,3,0.42,1.0,55.29,35.52,42.93,21.44,67.45,78.79,56.56,83.23,4,5,79,8,3,0,39.53,1127
STU_000124,2026,23,2026,0,0,2.76,69.84,65.38,2,10,55.7,59.98,64.07,52.03,55.78,55.18,56.01,60.18,61.16,43.66,1,0,4.0,3,0,0,51.16,14,12.33,5.0,60.19,77.71,55.37,37.07,35.21,65.22,14.89,79.26,1,3,22,3,3,3,47.68,739
STU_000125,2024,25,2024,1,2,2.64,52.02,84.63,2,2,66.78,86.76,61.1,67.28,52.99,75.27,64.19,81.11934509349139,48.35063767828287,76.17,0,3,12.0,0,0,0,29.75,6,1.02,0.0,74.32,59.43,69.42,82.59,66.28,52.41,69.15,79.67,2,3,43,6,0,2,91.21,2222
STU_000126,2024,24,2024,0,1,3.28,50.94,93.46,3,4,65.89,48.1,55.62,71.25945480940263,65.27889892941066,80.72,65.84,47.82,49.79,57.65,0,0,4.0,1,0,0,77.29,1,1.25,3.0,54.36,82.46,25.48,44.65,38.81,54.56,82.99,61.85,0,0,25,2,3,1,41.35,6571
STU_000127,2026,22,2026,0,2,2.43,95.88,90.73,1,0,81.14,79.56,80.25,70.55,71.13734207218828,87.55,70.38,63.82,55.35,66.49,2,0,2.0,0,0,0,80.49,5,2.55,3.0,38.26,36.85,69.82,11.54,70.47,88.74,68.82,66.55,2,1,7,2,2,3,100.0,809
STU_000128,2019,20,2018,6,2,2.57,69.65,90.71,1,1,83.6,71.28,58.38,75.2445704398813,71.39,84.45851764407394,74.02,67.02,65.67,81.1,6,1,5.0,0,1,0,84.21,6,3.8,6.0,30.11,66.2,43.55,57.4433546637744,71.64,63.2,46.75,30.96,2,2,2,0,4,2,89.3,398
STU_000129,2025,24,2025,2,2,2.79,61.27,92.97,0,1,69.72,75.47,57.27,59.28030307840125,57.95,68.48963930786876,66.8,48.26,78.72,88.89,1,1,5.0,1,2,0,35.89,8,2.98,0.0,79.58,73.49,45.49,57.01,77.81,46.7,54.36,64.96,5,1,39,4,1,5,95.45,2269
STU_000130,2020,25,2019,3,3,2.38,62.07,65.17,0,1,78.69,42.19,50.55,63.21174918623284,52.46,65.56964544758712,48.13,44.83,50.17,72.77,3,1,2.0,2,2,0,57.33377542548776,14,14.66,11.0,20.73,75.84,45.73,41.79,71.18,37.96,50.12,26.44,3,0,37,5,1,0,72.69,8470
STU_000131,2022,22,2022,1,0,2.99,58.86,90.35,2,5,66.19,89.03,66.76,81.60741418670149,80.47672390977121,76.78,72.88,77.23,58.22,84.41,1,1,11.0,2,2,0,60.56,13,2.79,8.0,65.43,51.57,48.04,46.31,77.96,67.84,43.58,70.78,2,0,74,13,5,4,100.0,3115
STU_000132,2024,22,2024,1,0,2.7,49.56,80.54,0,3,63.7,60.37,72.18,74.76,73.84,68.01,85.49,52.89,50.87,65.01,1,1,7.0,0,3,1,50.12,9,2.55,3.0,53.557445349335616,49.17,80.42,84.17,31.29,87.15,53.42,67.7,0,1,67,8,1,0,70.77,6004
STU_000133,2026,20,2026,5,0,3.91,76.74,91.72,4,0,64.35,72.16,79.54,54.95,77.78014766400119,67.57,48.75,54.0,54.85,63.67,3,1,2.0,0,0,0,35.57,5,1.3,1.0,51.86,51.35,93.04,54.29,63.27,39.27,18.28,70.32,0,3,35,2,7,2,85.85,8598
STU_000134,2026,23,2026,0,1,2.84,64.95,65.89,0,7,80.34,71.91,64.64,76.22,50.83,72.61,67.62745709564815,56.71,65.31,55.53,3,1,5.0,1,0,0,91.81,15,1.7,7.0,14.53,76.33,84.89,42.21,74.03,87.33,68.8,82.74,1,2,18,2,6,0,97.04,2832
STU_000135,2024,23,2023,6,0,3.6,45.96,77.69,0,5,44.45,57.48,68.5,63.37837317889264,55.70812408117843,68.15,54.01,40.18,56.25,61.32,0,0,2.0,1,1,0,64.75,3,1.01,0.0,79.79,38.94,47.76,53.34,53.39,46.34,34.25,47.47,1,2,44,4,0,1,80.68,9881
STU_000136,2022,21,2022,5,2,2.82,57.37218746545817,96.22,3,1,59.59,70.12,51.91,63.1475745862181,61.31,70.17837426025388,56.77,53.01,48.45,85.61,4,0,4.0,2,1,0,76.97,8,3.4,9.0,52.82,76.11,50.78,83.08,46.04,50.53,54.95,60.81,2,3,63,7,5,5,81.22,2947
STU_000137,2021,27,2020,5,1,3.57,70.77,91.87,2,3,44.85,34.74,50.32,52.97,43.66,54.9,57.17,55.65,27.41,52.78,2,0,1.0,0,0,0,75.53,4,1.57,1.0,42.78,72.32,88.85,56.81,64.16,53.33,44.5,41.41,1,1,90,14,1,5,86.89,5977
STU_000138,2024,22,2024,0,3,2.99,57.37218746545817,88.96,2,7,44.95,67.34,71.15,55.91,53.88,46.61,87.72958520741686,52.92,60.58,82.92,0,2,11.0,0,2,0,76.6,5,3.46,9.0,47.08,72.3,22.19,57.4433546637744,72.13,30.86,36.4,70.74,2,0,106,12,2,2,90.37,8925
STU_000139,2025,23,2025,1,1,2.81,64.43,84.56,2,0,77.15,72.96,59.04,55.93,70.01143538029365,63.96,76.12,71.56,62.18,89.77,1,1,6.0,2,0,0,76.57,6,6.83,2.0,47.59,24.72,67.01,74.63,52.59,63.02,43.92,55.02,2,3,33,2,2,4,99.64,88
STU_000140,2020,23,2020,6,2,3.16,23.08,77.79,0,10,61.79,60.29,65.66,67.54,49.89,60.83,59.93,46.39,51.75,85.58,1,1,8.0,0,0,0,60.64,7,1.98,1.0,28.64,56.76,65.78,57.34,23.07,28.23,77.83,71.72,0,3,20,1,2,5,88.24,9905
STU_000141,2026,20,2026,6,2,3.42,75.04,94.49,1,1,61.98,62.68,57.26,68.52042920076306,58.06,73.9468538008156,47.38,57.96,59.16,48.1,6,3,15.0,2,1,0,78.65,10,8.15,5.0,65.51,80.02,26.25,71.97,48.67,57.94,26.6,23.54,1,2,88,16,2,0,79.95,1245
STU_000142,2026,20,2026,0,3,4.0,59.19,70.53,3,9,96.45,84.01,79.52,73.31,82.8,84.46,70.53,80.58,82.17,90.22,1,1,6.0,4,0,0,24.73,6,2.35,3.0,44.57,63.64,88.9,38.61,62.82,76.14,81.07,65.21,2,0,36,2,1,5,100.0,4554
STU_000143,2024,25,2024,5,2,2.43,79.72,63.88,1,4,59.98,41.26,64.28,59.44838326132735,71.67586024775494,71.93,64.54,61.64,59.93,61.75,1,1,8.0,0,0,0,62.45,2,2.55,3.0,14.86,72.65,93.94,83.38,67.88,91.51,54.57,36.71,2,1,10,1,4,2,72.82,1281
STU_000144,2020,24,2020,1,2,3.18,57.37218746545817,85.92,1,7,44.74,54.73,66.52,39.85,56.24,39.27,80.55187711527289,31.73,51.76,35.62,1,1,2.0,0,0,0,52.0,2,0.73,0.0,56.93,68.91,34.47,18.25,36.42,51.27,81.8,9.79,2,1,19,3,4,3,42.09,2742
STU_000145,2019,22,2019,5,3,2.55,44.98,83.66,2,5,80.06,90.26,71.3,94.5981982024591,93.46771460024858,74.02,94.06,93.29,92.59,66.99,0,0,10.0,1,1,1,60.73,3,3.87,6.0,78.89,36.1,65.9,87.0,14.67,61.0,50.52,25.05,2,0,43,2,6,0,77.03,7262
STU_000146,2020,21,2020,2,1,3.53,61.15,80.97,1,10,77.98,78.58,77.76,75.55,70.2,61.59,84.22,84.26,64.78,55.23,1,0,3.0,1,1,0,42.27,10,2.78,2.0,53.557445349335616,45.26,88.16,55.4,42.88,66.26,29.73,15.86,1,2,34,4,4,3,95.15,5317
STU_000147,2026,21,2026,0,2,3.16,53.22,94.16,3,4,81.28,77.78,85.35,100.0,79.55285836942537,100.0,83.36,75.12,98.07,88.53,1,2,8.0,1,2,1,82.89,7,1.54,2.0,85.96,28.15,50.89,70.89,20.5,61.01,61.18,24.91,4,1,24,0,0,3,91.43,6698
STU_000148,2023,27,2022,5,3,3.33,85.13,91.22,3,6,60.79,69.42,69.8,50.75,65.92,77.61,61.37,60.65743638351758,80.34223362631703,48.74,1,1,2.0,2,1,0,43.02,5,2.54,1.0,53.557445349335616,59.87,59.13,67.81,32.47,51.46,40.49,75.12,6,2,40,4,3,3,53.89,2017
STU_000149,2022,24,2022,1,1,3.11,59.84,77.4,0,1,71.39,73.06,78.39,73.92374659092036,68.89,90.09737529484504,64.31,65.78,92.34,62.67,3,0,4.0,5,1,0,69.8,12,3.31,10.0,62.93,86.33,60.21,67.5,47.35,40.26,79.71,49.24,2,0,77,7,4,3,97.7,677
STU_000150,2025,24,2024,0,2,2.66,57.37218746545817,92.08,0,7,90.64,85.38,84.02,85.08,84.69,70.65,100.0,78.76,81.86,93.86,1,0,5.0,2,0,0,57.33377542548776,16,5.02,8.0,53.41,79.8,28.34,23.26,74.74,43.4,33.79,56.13,2,0,120,14,2,1,100.0,2841
STU_000151,2024,24,2024,0,2,3.43,46.15,95.67,1,4,88.48,85.26,78.31,81.01967365288924,75.15489622311408,80.56,65.02,53.94,65.75,36.64,0,1,8.0,1,1,1,49.63,6,1.44,2.0,4.41,83.45,37.34,19.89,70.07,39.77,11.39,48.13,2,2,27,3,4,4,72.04,5013
STU_000152,2025,22,2025,5,1,2.85,48.81,73.5,0,8,92.31,71.04,83.24,84.74,89.96,68.71,58.05,73.11368608173579,100.0,8.81,3,2,6.0,0,1,1,42.46,3,2.55,3.0,71.65,90.85,89.14,76.59,90.17,66.86,73.65,53.61,1,0,53,5,2,1,85.04,4174
STU_000153,2021,25,2021,6,3,2.57,82.47,62.01,2,3,59.15,65.5,63.86,61.83,73.85,60.38,69.22,60.38,67.45,50.72,1,1,5.0,1,0,0,38.73,7,5.84,1.0,32.89,32.89,66.83,89.02,79.6,80.1,20.07,84.89,2,3,16,2,4,1,55.76,160
STU_000154,2023,21,2023,5,2,2.54,79.53,87.69,0,1,87.02,93.36,75.86,67.53378365785572,72.9,82.34606123021521,81.61,70.82,63.54,48.71,3,2,12.0,3,2,1,75.17,10,6.54,6.0,55.21,77.47,40.71,82.25,48.69,85.8,43.57,33.82,0,1,44,2,6,5,87.47,7816
STU_000155,2023,25,2023,5,3,3.52,56.98,82.93,0,0,89.86,100.0,80.96,100.0,94.07233208505583,74.43,81.28,71.23,78.74,77.2,0,2,11.0,1,1,0,44.88,5,6.19,0.0,26.84,41.86,52.29,55.36,59.84,60.14,30.22,88.33,2,1,51,4,3,0,87.7,8506
STU_000156,2021,24,2020,0,1,3.23,71.21,80.58,0,9,79.41,74.83,73.54,55.75,72.41,60.4,69.15,56.81,73.77,80.68,4,1,3.0,0,1,0,90.65,26,48.61,32.0,15.7,75.81,30.36,27.06,60.74,54.09,50.94,84.5,1,2,47,5,2,1,100.0,9354
STU_000157,2023,26,2022,0,1,3.23,69.7,71.86,0,6,74.48,57.12,69.48,39.88,55.32,71.72,52.26,58.93496105461115,56.673725371246846,65.18,0,1,0.0,4,0,0,63.53,11,1.6,3.0,47.91,65.6,59.19,63.8,52.74,32.7,72.13,54.33,2,2,25,2,6,0,83.8,2876
STU_000158,2019,24,2018,0,3,3.28,63.01,84.0,2,1,66.8,74.9,42.39,66.61056647274087,50.2,62.046922722520016,66.41,40.52,54.29,64.1,1,2,9.0,0,1,0,18.82,7,4.29,4.0,63.75,44.26,75.07,93.57,34.95,44.99,49.63,87.55,1,2,56,6,6,4,72.08,9096
STU_000159,2019,21,2018,5,2,2.65,75.45,81.62,1,10,67.53,71.45,75.98,58.0,70.27,74.78,72.89,42.4,73.42,29.92,1,2,8.0,2,1,0,37.45,7,1.74,1.0,58.53,24.94,75.52,54.69,62.56,79.36,38.0,53.05,0,0,67,11,5,1,65.65,7781
STU_000160,2022,25,2021,5,0,2.4,57.01,82.89,2,5,68.41,66.09,79.95,75.71664191838417,67.33587096222041,71.03,64.47,71.44,79.01,97.11,1,1,6.0,3,2,0,71.71,10,2.77,2.0,18.72,57.96,34.97,49.99,62.57,81.47,41.08,59.34,1,0,126,12,3,5,92.13,9557
STU_000161,2023,23,2023,6,2,3.26,35.94,71.97,1,10,77.37,64.65,68.26,66.25,58.39,67.01,60.91,70.72,59.0,70.62,1,0,8.0,1,1,0,17.8,5,4.16,2.0,78.62,79.61,51.1,72.59,75.96,57.29,44.17,40.58,5,1,127,17,0,0,80.92,9267
STU_000162,2021,21,2021,6,2,3.21,42.47,77.6,1,5,73.91,70.49,76.34,78.09575780841571,97.80469399015512,77.75,82.86,71.6,67.23,62.92,1,1,2.0,0,3,1,82.31,6,7.58,2.0,53.15,74.27,37.1,51.45,57.27,49.25,59.46,74.04,1,1,77,10,5,1,71.98,4258
STU_000163,2024,26,2023,5,1,3.51,65.28,81.83,0,5,80.19,88.77,68.35,75.21446009944859,90.80328172849462,95.17,82.73,83.83,70.48,51.79,1,1,8.0,1,3,2,77.03,16,5.82,2.0,67.02,92.72,6.05,53.35,37.53,75.26,31.8,49.71,5,1,37,6,4,4,69.78,7072
STU_000164,2022,23,2022,1,3,2.12,70.74,74.7,1,1,52.26,51.75,72.79,73.8208976767265,38.12,63.78282746411161,58.06,55.79,38.46,37.31,0,3,11.0,1,0,0,54.21,9,2.55,3.0,53.1,73.81,50.93,30.08,33.16,58.01,48.89,52.12,6,0,78,7,3,2,52.16,3242
STU_000165,2020,23,2020,3,0,2.9,57.37218746545817,84.66,1,4,75.4,96.1,80.23,82.60261654283327,84.22550187609707,85.24,83.9,78.01,74.28,21.93,1,2,8.0,1,2,0,30.17,5,4.7,0.0,65.02,64.77,77.08,59.57,43.32,26.31,45.36,59.91,3,1,16,0,1,2,77.22,8157
STU_000166,2024,21,2024,2,1,2.74,24.41,70.7,1,10,64.31,56.21,69.74,66.49,65.76,72.99,58.77,68.48,71.22,61.81,0,0,4.0,0,1,0,20.64,6,1.95,3.0,55.09,91.11,61.32,70.29,36.64,33.53,80.22,74.66,4,2,40,7,4,3,64.35,3489
STU_000167,2019,24,2019,1,2,2.51,70.04,65.03,1,4,77.4,79.79,77.74,77.0318530991066,55.60897661307312,77.55,56.35,80.01,67.42,51.41,0,1,7.0,4,0,0,86.57,6,0.52,2.0,32.45,75.67,60.22,71.58,58.56,35.97,67.88,66.37,4,2,93,9,4,4,86.37,6896
STU_000168,2026,22,2025,0,2,2.5,49.27,67.28,0,9,62.74,63.31,71.92,64.94,82.23,67.16,61.86,83.16,71.35,87.25,5,1,7.0,3,0,0,70.22,7,1.3,3.0,57.76,28.77,57.5,82.77,53.74,48.66,58.9,37.97,0,5,21,0,6,5,93.35,9657
STU_000169,2022,25,2022,3,2,2.93,79.42,80.26,4,4,70.84,74.0,55.47,87.98664005137903,77.61554506021729,63.68,62.9,60.39,52.28,76.25,2,1,10.0,4,2,0,74.79,10,2.07,5.0,54.02,98.55,31.88,50.39,32.24,70.67,33.25,24.04,2,1,21,0,4,4,82.38,6970
STU_000170,2021,24,2021,5,0,2.46,48.58,77.92,0,3,62.59,82.97,61.7,55.96,67.77,48.05,55.2,73.39,47.62,83.75,0,4,19.0,0,2,0,58.61,8,3.57,1.0,85.65,53.54,85.57,63.83,76.89,50.73,33.77,62.2,1,1,34,3,7,2,100.0,5932
